amenity	cuisine	takeaway	name
fast_food	pizza; sandwich; crepe; burger		La Gourmandise
fast_food	pizza;sandwich		Escale Pizza
fast_food	pizza;sandwiches	yes	La Pichotòme
fast_food	pizza;sandwich;grill	yes	Le Local
fast_food	pizza;sandwich;ice_cream	yes	Aux P'tits Creux
fast_food	pizza;sandwich		Le Caza
fast_food	pizza;sandwich		Mac Ludo
fast_food	pizza;sandwich;pasta	yes	Nos Grillades
fast_food	pizza;sandwich		Pizza Mamma
fast_food	pizza;sandwich		Resto Alpha
fast_food	pizza;sandwich;salad		Sandwicherie Pizza Milo
fast_food	pizza;sandwich		Snack Bara
fast_food	pizza;sandwich		So’fast
fast_food	pizza;sandwich		So’fast
fast_food	pizza;sandwich	yes	Boulangerie Ange
fast_food	pizza;sandwich	yes	Cafétéria Tour Irma
fast_food	pizza;sandwich	yes	Chez César
fast_food	pizza;sandwich	yes	La Pizz
fast_food	pizza; sandwich	yes	Le Prince
fast_food	pizza;sandwich	yes	Presto Pizza
fast_food	pizza;sandwich	yes	Titi Pizza
fast_food	pizza		San Marino
fast_food	pizza		San Remo
fast_food	pizza		Saveur pizza
fast_food	pizza		Scooter Pizz
fast_food	pizza		Scooter Pizz'
fast_food	pizza		Seb Pizza
fast_food	pizza		Seb's Pizza
fast_food	pizza		Select'Pizza
fast_food	pizza		Semussac Pizza
fast_food	pizza		Semussac'Pizza
fast_food	pizza		Service Gourmand
fast_food	pizza		Shake Shack
fast_food	"pizzas,hamburger,_menus_rapides"	yes	pizz'adore
fast_food	pizza		show pizz
fast_food	pizza		Show pizz
fast_food	pizza		Showpizz
fast_food	pizza		Show Pizz
fast_food	pizza		Show Pizz'
fast_food	pizza		Show Pizza
fast_food	pizza		Simon Say Pizza
fast_food	pizza		S-kal
fast_food	pizza		Smatch Pizza
fast_food	pizza		Smiley Pizza
fast_food	pizza		Snack de la Plage
fast_food	pizza		Snack du Soubeyrand
fast_food	pizza		Snack et Pizzeria
fast_food	pizza		Snack et Sucre
fast_food	pizza		Snack Le Fairplay
fast_food	"pizza,snack,"		Pizza Etna
fast_food	pizza		Snapizz'
fast_food	pizza_socca	yes	Da Gilou
fast_food	pizza		So Fresh
fast_food	pizza		So Fresh Pizza
fast_food	pizza		Solo pizza
fast_food	pizza		Sonny's
fast_food	pizza		S.O.S Pizza
fast_food	pizza		SOS Pizza
fast_food	pizza		SOS Pizza
fast_food	pizza		SOS Pizza
fast_food	pizza		Speed Pizza
fast_food	pizza		Speed Rabbit
fast_food	pizza		Speed Rabbit
fast_food	pizza		Speed Rabbit
fast_food	pizza		Speed Rabbit
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speed Rabbit Pizza
fast_food	pizza		Speedy 3p
fast_food	pizza		Speedy PIZZ
fast_food	pizza		Speedy Pizza
fast_food	pizza		Speedy Pizza
fast_food	pizza		Spizza 34
fast_food	pizza		Spizza34
fast_food	pizza		spizza carola
fast_food	pizza		spqr
fast_food	pizza		Staff Pizza
fast_food	pizza		Star pizza
fast_food	pizza		Star Pizza
fast_food	pizza		Star Pizza & Kébab
fast_food	pizza		Star Pizza Labattoir
fast_food	pizza		Star Pizzas
fast_food	pizza		Start Pizza
fast_food	pizza		Station Pizza
fast_food	pizza		Station Pizza
fast_food	pizza		Station Pizza
fast_food	pizza		Station Pizza Monplaisir Lumière
fast_food	pizza;steak_house;sandwich	yes	La Cocotte Gourmande
fast_food	pizza		Stef pizza
fast_food	pizza		Stop Pizza
fast_food	pizza		Stratto
fast_food	pizza		Street Pizza and Co
fast_food	pizza		Subito Pizza
fast_food	pizza		Subito Pizza
fast_food	pizza		Subito Pizza
fast_food	pizza		Sucré Salé
fast_food	pizza		Sun Pizza
fast_food	pizza		Super Mario
fast_food	pizza		Super Pizza
fast_food	pizza		Surgères pizza
fast_food	pizza;sushi	yes	Pizza carnot
fast_food	pizza;sushi	yes	Tovel
fast_food	pizza		Syan Food
fast_food	pizza		Tablapizza
fast_food	pizza		Tablapizza
fast_food	pizza		Taccos de la Ville
fast_food	pizza;tacos;chicken;bread;cake;viennoiserie		Open Space
fast_food	pizza;tacos;panini		Snack Adam
fast_food	pizza;tacos;pâtes;desserts	yes	La Cave à Pizza
fast_food	pizza;tacos;sandwich		Pizza M
fast_food	pizza;tacos	yes	Look Pizza Tacos
fast_food	pizza		Tafna
fast_food	pizza		Tagada
fast_food	pizza;tajine;coucous		Snack Oriental
fast_food	pizza		Take away
fast_food	pizza		Take & Go
fast_food	pizza		Tartatout
fast_food	pizza		Tartines Pizzas
fast_food	pizza		Tasty
fast_food	pizza		Tasty Pizz'
fast_food	pizza		Tatou Pizza
fast_food	pizza		Tchenko Pizza
fast_food	pizza		Team Pizza
fast_food	pizza		Terra Pizzas
fast_food	pizza;tex-mex	only	Pizzaland
fast_food	pizza;tex-mex;sandwich;burger		Mac Food Pizza
fast_food	pizza;tex-mex;sandwich;kebab	yes	Eat Vite
fast_food	pizza		The Quality
fast_food	pizza		Ti Amo Pizza
fast_food	pizza		Titi Pizza
fast_food	pizza		Titi Pizza
fast_food	pizza		Tivoli Pizza
fast_food	pizza		Tomate Mozarella Plage
fast_food	pizza		Tom Pizz
fast_food	pizza		Tonton Giovanni
fast_food	pizza		Tonton Jef Pizza
fast_food	pizza		Tonton Pizz'
fast_food	pizza		Tonton Pizza
fast_food	pizza		Top Pizza
fast_food	pizza		Top Pizza
fast_food	pizza		Top Pizza
fast_food	pizza		Top Pizza
fast_food	pizza		Toto Pizz
fast_food	pizza		Toto Pizza
fast_food	pizza		Toto Pizza
fast_food	pizza		Tradipizza
fast_food	pizza		Tradipizza
fast_food	pizza		Trattoria Napoletana Da Enzo
fast_food	pizza		Travers Christian
fast_food	pizza		Tropicana
fast_food	pizza		@ttitude
fast_food	pizza;turkish	yes	Le Pacha
fast_food	pizza		Turtles Pizzas
fast_food	pizza		Tutti Piza
fast_food	pizza		tutti pizza
fast_food	pizza		Tutti pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza
fast_food	pizza		Tutti Pizza Montauban Voltaire
fast_food	pizza		Twins Pizza
fast_food	pizza		Una Storia
fast_food	pizza		Urbaine Pizza
fast_food	pizza		Val Pizza
fast_food	pizza		Vanni
fast_food	pizza		Veloce Pizza
fast_food	pizza		Venezia Pizza
fast_food	pizza		Venise Pizza
fast_food	pizza		Vésuvi Pizza
fast_food	pizza		Vezzy
fast_food	pizza		Victoria's Home-Style Restaurant
fast_food	pizza		Villa de Vinci
fast_food	pizza		V.I.Pizz'
fast_food	pizza		Vivaio
fast_food	pizza		Vulcano Pizza
fast_food	pizza		Wasa Pizza
fast_food	pizza		Why Not
fast_food	pizza_-_wok_-_pasta	yes	Buona Ricetta
fast_food	pizza		Woodiz
fast_food	pizza		Woodyz
fast_food	pizza		XL Pizza 94
fast_food	pizza		Yano's Pizza
fast_food	pizza	yes	01ne Pizza
fast_food	pizza	yes	10'Street
fast_food	pizza	yes	11 Bis
fast_food	pizza	yes	5Pizz
fast_food	pizza	yes	Alain Pizza
fast_food	pizza	yes	Alain Pizza
fast_food	pizza	yes	Aldo Pizza
fast_food	pizza	yes	Allo Pizza
fast_food	pizza	yes	Allo Pizza
fast_food	pizza	yes	Allo Pizza
fast_food	pizza	yes	Allo Pizza
fast_food	pizza	yes	Allo Pizza
fast_food	pizza	yes	Allô Pizza
fast_food	pizza	yes	Allo Pizza Plus
fast_food	pizza	yes	Allo... Pizza Rapido
fast_food	pizza	yes	Allo S.O.S. Pizza
fast_food	pizza	yes	Al Pizzo - Pizza Express
fast_food	pizza	yes	Ambiance Pizza
fast_food	pizza	yes	Amour de Pizza
fast_food	pizza	yes	Andiamo
fast_food	pizza	yes	Andiamo Pizza
fast_food	pizza	yes	Andiamo Pizza
fast_food	pizza	yes	Andiamo Pizza
fast_food	pizza	yes	Art et Pizza
fast_food	pizza	yes	Arundel Pizz'
fast_food	pizza	yes	Au délice romain
fast_food	pizza	yes	Auvergne Pizza
fast_food	pizza	yes	Aux Tomat'Olives
fast_food	pizza	yes	AY pizzas
fast_food	pizza	yes	Baggio Pizza
fast_food	pizza	yes	Barakapizza
fast_food	pizza	yes	Basilic
fast_food	pizza	yes	Basilic & co
fast_food	pizza	yes	Bebe Pizzas
fast_food	pizza	yes	Bella Pizza
fast_food	pizza	yes	Béni saf pizza
fast_food	pizza	yes	Bernard Pizza
fast_food	pizza	yes	Biarritz pizza
fast_food	pizza	yes	Bistro du lac
fast_food	pizza	yes	Breizh Pizza
fast_food	pizza	yes	Brothers Pizza
fast_food	pizza	yes	Bzh Pizz'
fast_food	pizza	yes	Camion Pizza
fast_food	pizza	yes	Camion « Pizza à emporter »
fast_food	pizza	yes	Captain Pizza
fast_food	pizza	yes	Casa del Gusto
fast_food	pizza	yes	Casa Di Roma
fast_food	pizza	yes	Casa Nostra
fast_food	pizza	yes	Casa Pasta
fast_food	pizza	yes	Casa Pizza
fast_food	pizza	yes	Casa Pizza Toulon
fast_food	pizza	yes	Caterina Pizza
fast_food	pizza	yes	Châlet 24h/24 Pizz' & Co
fast_food	pizza	yes	Charlety Pizza
fast_food	pizza	yes	Chaud Time
fast_food	pizza	yes	Chez Ilker
fast_food	pizza	yes	Chez Jo & Lo
fast_food	pizza	yes	Chez José
fast_food	pizza	yes	Chez José
fast_food	pizza	yes	Chez Mag
fast_food	pizza	yes	Chez Meuh-Meuh
fast_food	pizza	yes	Chicago
fast_food	pizza	yes	Chri's Pizza
fast_food	pizza	yes	Chris Pizza
fast_food	pizza	yes	Chrono Pizza
fast_food	pizza	yes	Chrono Pizza
fast_food	pizza	yes	Chrono Pizza
fast_food	pizza	yes	Cimiez Pizza
fast_food	pizza	yes	Cool Pizza
fast_food	pizza	yes	Cratère
fast_food	pizza	yes	Crazy Pizza Time
fast_food	pizza	yes	Crock Pizza
fast_food	pizza	yes	Croc' Pizza
fast_food	pizza	yes	Croq'la Pâte
fast_food	pizza	yes	Croq Pizza
fast_food	pizza	yes	Crousti Pizza
fast_food	pizza	yes	Del Ponte Pizza
fast_food	pizza	yes	Diffa
fast_food	pizza	yes	Diffa Pizza
fast_food	pizza	yes	Di Roma
fast_food	pizza	yes	Dolce Pizza
fast_food	pizza	yes	Dolce Pizza
fast_food	pizza	yes	dolomites pizza
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino's Pizza
fast_food	pizza	yes	Domino’s Pizza
fast_food	pizza	yes	Domino's Pizza Cernay
fast_food	pizza	yes	Domino’s Pizza Élancourt
fast_food	pizza	yes	Domino's Pizza Gévezé
fast_food	pizza	yes	Domino's Pizza Lyon 1 / Lyon 2 Nord
fast_food	pizza	yes	Domino's Pizza Mordelles
fast_food	pizza	yes	Domino's Pizza Océan Side
fast_food	pizza	yes	Domino's Pizza Paris 13
fast_food	pizza	yes	Domino's Pizza reims 2
fast_food	pizza	yes	Domino's Toulouse Lascrosses
fast_food	pizza	yes	Eder & Greg Pizzeria
fast_food	pizza	yes	Eleven pizzas
fast_food	pizza	yes	Emir Pizza
fast_food	pizza	yes	Entre 2 ? Pizza
fast_food	pizza	yes	Envie d’une Pizz…
fast_food	pizza	yes	Extra Food
fast_food	pizza	yes	Fabbie Pizza
fast_food	pizza	yes	Family Pizza
fast_food	pizza	yes	Family Pizza
fast_food	pizza	yes	Felizza Pizza
fast_food	pizza	yes	Firenze!
fast_food	pizza	yes	Five Pizza
fast_food	pizza	yes	Five Pizza
fast_food	pizza	yes	Five Pizza
fast_food	pizza	yes	Five Zap
fast_food	pizza	yes	Foodelice
fast_food	pizza	yes	Formul'Pizza
fast_food	pizza	yes	Forno Vivo
fast_food	pizza	yes	Fratelli Rizzo
fast_food	pizza	yes	Fred
fast_food	pizza	yes	Freddy’s Pizza
fast_food	pizza	yes	French Pizza
fast_food	pizza	yes	Fun Pizza
fast_food	pizza	yes	Gilio's Pizza
fast_food	pizza	yes	Good and Tasty
fast_food	pizza	yes	Graziano Pizza The Original Pizza
fast_food	pizza	yes	Hamamet Pizza
fast_food	pizza	yes	Home Pizza
fast_food	pizza	yes	Hop’la Pizza
fast_food	pizza	yes	House Pizza
fast_food	pizza	yes	Hut Pizza
fast_food	pizza	yes	Il Était une Pizza
fast_food	pizza	yes	il Panzerotto
fast_food	pizza	yes	Impérial Pizza
fast_food	pizza	yes	Ital Pizz
fast_food	pizza	yes	JC Pizza
fast_food	pizza	yes	Jean-Marc
fast_food	pizza	yes	JF pizza
fast_food	pizza	yes	Kangourou Pizzas
fast_food	pizza	yes	Kiosque à pizza
fast_food	pizza	yes	Kiosque à pizza
fast_food	pizza	yes	Koumac Pizza
fast_food	pizza	yes	Krusty Pizza
fast_food	pizza	yes	La Barcarella
fast_food	pizza	yes	La belle au feu de bois
fast_food	pizza	yes	La Bohème
fast_food	pizza	yes	La boite à pizza
fast_food	pizza	yes	La Boite à Pizza
fast_food	pizza	yes	La Boite à Pizza
fast_food	pizza	yes	La boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boîte à Pizza
fast_food	pizza	yes	La Boite à Pizza & Mythic Burger
fast_food	pizza	yes	La Bolognese
fast_food	pizza	yes	La Bonne Franquette
fast_food	pizza	yes	La Cabane à Pizza
fast_food	pizza	yes	La Calypsia
fast_food	pizza	yes	La Cantina d'Anna
fast_food	pizza	yes	La Casa della Pizza
fast_food	pizza	yes	La Casa Del Papet
fast_food	pizza	yes	La Casa Nostra
fast_food	pizza	yes	La case à pizza
fast_food	pizza	yes	L'Adagio
fast_food	pizza	yes	La Dolce Vita
fast_food	pizza	yes	La Fabrique à Pizza
fast_food	pizza	yes	La Gondola
fast_food	pizza	yes	La Kiosque à Pizza
fast_food	pizza	yes	La Main à la Pate
fast_food	pizza	yes	La Maison des Pizzas
fast_food	pizza	yes	La Manufacture
fast_food	pizza	yes	La mine à pizza
fast_food	pizza	yes	L'Antica
fast_food	pizza	yes	La Palizza
fast_food	pizza	yes	La Pâte Fine
fast_food	pizza	yes	La Patza Pizza
fast_food	pizza	yes	La petite cabane
fast_food	pizza	yes	La Petite Folie
fast_food	pizza	yes	La Piazza
fast_food	pizza	yes	La Pizz'
fast_food	pizza	yes	La Pizza
fast_food	pizza	yes	La Pizza Delizio
fast_food	pizza	yes	La pizza de Nico
fast_food	pizza	yes	La Pizza Gino
fast_food	pizza	yes	La Pizza Tinto
fast_food	pizza	yes	La Pizzeria
fast_food	pizza	yes	La Pizzéria du Village
fast_food	pizza	yes	La Pizzeta
fast_food	pizza	yes	L'Appel â Pizza
fast_food	pizza	yes	La Roma
fast_food	pizza	yes	L'Arôme antique
fast_food	pizza	yes	La Ronde des pizzas
fast_food	pizza	yes	La savoureuse
fast_food	pizza	yes	La Sicilienne
fast_food	pizza	yes	La Sirrentina
fast_food	pizza	yes	La Stella Marina
fast_food	pizza	yes	La Stella Pizza
fast_food	pizza	yes	La Storia
fast_food	pizza	yes	La Table à Pizzas
fast_food	pizza	yes	La Tour de Pizz
fast_food	pizza	yes	La tour de pizze
fast_food	pizza	yes	La Vespa
fast_food	pizza	yes	Le 107 Boulevard
fast_food	pizza	yes	Le 607
fast_food	pizza	yes	Le Cabanon
fast_food	pizza	yes	Le Comptoir de l'Aéropostale
fast_food	pizza	yes	Lediablot'1
fast_food	pizza	yes	Le Donjon à Pizz'
fast_food	pizza	yes	Le Duo
fast_food	pizza	yes	Le four à pizza
fast_food	pizza	yes	Le Grand Miam
fast_food	pizza	yes	le kiosque à pizza
fast_food	pizza	yes	Le Kiosque à pizza
fast_food	pizza	yes	Le Kiosque à Pizza
fast_food	pizza	yes	Le Kiosque à Pizza
fast_food	pizza	yes	Le Kiosque à Pizza
fast_food	pizza	yes	Le kiosque à pizzas
fast_food	pizza	yes	Le kiosque à pizzas
fast_food	pizza	yes	Le Kiosque à Pizzas
fast_food	pizza	yes	Le Kiosque à Pizzas
fast_food	pizza	yes	Le Kiosque à Pizzas
fast_food	pizza	yes	Le Kiosque à Pizzas
fast_food	pizza	yes	Le Kiosque à Pizzas
fast_food	pizza	yes	Le palais de la pizz'
fast_food	pizza	yes	Le petit Naples
fast_food	pizza	yes	Le P'tit Roméa
fast_food	pizza	yes	Le Rialto
fast_food	pizza	yes	Les 3 Grains Pizza
fast_food	pizza	yes	Le Saint-Martin
fast_food	pizza	yes	Les choix d'Anna
fast_food	pizza	yes	Les Délices du Saintonge
fast_food	pizza	yes	Les Oliviers
fast_food	pizza	yes	Les Pizzas de Charlotte
fast_food	pizza	yes	Les Pizzas d'Eric
fast_food	pizza	yes	Les Platanes
fast_food	pizza	yes	L'Estive
fast_food	pizza	yes	L'étape à pizza
fast_food	pizza	yes	Le Tyrol
fast_food	pizza	yes	Le valbonn'Express - Pizza à emporter
fast_food	pizza	yes	L'Horloge
fast_food	pizza	yes	Liberty Pizzas
fast_food	pizza	yes	L'impro
fast_food	pizza	yes	Lolita Pizza
fast_food	pizza	yes	L'Olivier
fast_food	pizza	yes	Long Island
fast_food	pizza	yes	L'Orchidée
fast_food	pizza	yes	Lou Cigalou
fast_food	pizza	yes	Macadam Pizza
fast_food	pizza	yes	Madame Pizza
fast_food	pizza	yes	Made in Pizza
